"_id","nowfloor","destination","num"
"00130-12",12,26,10
"00130-13",13,16,3
"00130-14",14,25,8
"00130-15",15,5,4
"00130-16",16,13,6
"00130-17",17,2,13
"00130-18",18,6,6
"00130-19",19,24,3
"00130-20",20,27,7
"00130-21",21,12,14
"00130-22",22,18,7
"00130-23",23,4,5
"00130-24",24,22,9
"00130-25",25,10,9
"00130-26",26,8,7
"00130-27",27,1,3
"00131-01",1,25,14
"00131-02",2,15,4
"00131-03",3,21,3
"00131-04",4,20,12
"00131-05",5,9,3
"00131-06",6,18,3
"00131-07",7,2,14
"00131-08",8,27,13
"00131-09",9,12,8
"00131-10",10,6,11
"00131-11",11,26,11
"00131-12",12,11,7
"00131-13",13,1,8
"00131-14",14,10,14
"00131-15",15,4,7
"00131-16",16,23,5
"00131-17",17,8,14
"00131-18",18,16,12
"00131-19",19,3,13
"00131-20",20,14,14
"00131-21",21,5,7
"00131-22",22,24,13
"00131-23",23,7,14
"00131-24",24,17,14
"00131-25",25,22,14
"00131-26",26,13,13
"00131-27",27,19,8
"00132-01",1,25,4
"00132-02",2,4,9
"00132-03",3,22,11
"00132-04",4,24,11
"00132-05",5,15,6
"00132-06",6,9,5
"00132-07",7,13,8
"00132-08",8,27,4
"00132-09",9,18,12
"00132-10",10,7,5
"00132-11",11,14,8
"00132-12",12,23,10
"00132-13",13,1,14
"00132-14",14,19,13
"00132-15",15,12,7
"00132-16",16,8,11
"00132-17",17,5,12
"00132-18",18,17,11
"00132-19",19,21,3
"00132-20",20,10,5
"00132-21",21,16,5
"00132-22",22,11,6
"00132-23",23,6,14
"00132-24",24,3,11
"00132-25",25,2,12
"00132-26",26,20,6
"00132-27",27,26,4
"00133-01",1,4,4
"00133-02",2,22,10
"00133-03",3,16,3
"00133-04",4,10,12
"00133-05",5,3,6
"00133-06",6,25,13
"00133-07",7,14,3
"00133-08",8,27,5
"00133-09",9,23,9
"00133-10",10,19,9
"00133-11",11,17,9
"00133-12",12,5,13
"00133-13",13,20,4
"00133-14",14,21,3
"00133-15",15,9,11
"00133-16",16,13,12
"00133-17",17,2,11
"00133-18",18,12,12
"00133-19",19,8,11
"00133-20",20,26,12
"00133-21",21,24,5
"00133-22",22,1,5
"00133-23",23,15,7
"00133-24",24,11,5
"00133-25",25,7,9
"00133-26",26,18,8
"00133-27",27,6,11
"00134-01",1,15,9
"00134-02",2,7,9
"00134-03",3,1,8
"00134-04",4,9,12
"00134-05",5,26,3
"00134-06",6,25,6
"00134-07",7,2,12
"00134-08",8,17,6
"00134-09",9,19,5
"00134-10",10,21,3
"00134-11",11,16,4
"00134-12",12,3,14
"00134-13",13,12,13
"00134-14",14,20,3
"00134-15",15,11,5
"00134-16",16,14,14
"00134-17",17,6,8
"00134-18",18,27,6
"00134-19",19,5,7
"00134-20",20,24,10
"00134-21",21,10,5
"00134-22",22,23,10
"00134-23",23,13,14
"00134-24",24,18,12
"00134-25",25,8,5
"00134-26",26,22,13
"00134-27",27,4,3
"00135-01",1,25,12
"00135-02",2,17,13
"00135-03",3,4,9
"00135-04",4,1,12
"00135-05",5,11,7
"00135-06",6,27,12
"00135-07",7,9,4
"00135-08",8,22,7
"00135-09",9,10,7
"00135-10",10,24,3
"00135-11",11,21,7
"00135-12",12,19,7
"00135-13",13,2,14
"00135-14",14,16,9
"00135-15",15,13,5
"00135-16",16,6,5
"00135-17",17,7,4
"00135-18",18,8,5
"00135-19",19,23,12
"00135-20",20,12,13
"00135-21",21,18,9
"00135-22",22,3,13
"00135-23",23,26,12
"00135-24",24,14,10
"00135-25",25,20,11
"00135-26",26,5,6
"00135-27",27,15,10
"00136-01",1,24,4
"00136-02",2,11,6
"00136-03",3,22,8
"00136-04",4,16,12
"00136-05",5,9,9
"00136-06",6,13,5
"00136-07",7,12,5
"00136-08",8,19,3
"00136-09",9,2,3
"00136-10",10,1,7
"00136-11",11,18,14
"00136-12",12,4,3
"00136-13",13,26,4
"00136-14",14,23,7
"00136-15",15,27,13
"00136-16",16,15,3
"00136-17",17,6,4
"00136-18",18,25,12
"00136-19",19,3,11
"00136-20",20,7,6
"00136-21",21,20,4
"00136-22",22,8,13
"00136-23",23,10,6
"00136-24",24,17,13
"00136-25",25,5,13
"00136-26",26,14,12
"00136-27",27,21,4
"00137-01",1,21,5
"00137-02",2,12,13
"00137-03",3,27,9
"00137-04",4,26,6
"00137-05",5,20,6
"00137-06",6,4,8
"00137-07",7,19,9
"00137-08",8,13,4
"00137-09",9,3,5
"00137-10",10,5,8
"00137-11",11,22,9
"00137-12",12,9,11
"00137-13",13,1,13
"00137-14",14,10,8
"00137-15",15,6,10
"00137-16",16,7,12
"00137-17",17,25,10
"00137-18",18,17,12
"00137-19",19,18,8
"00137-20",20,8,5
"00137-21",21,15,4
"00137-22",22,14,13
"00137-23",23,24,13
"00137-24",24,23,3
"00137-25",25,2,10
"00137-26",26,11,7
"00137-27",27,16,10
"00138-01",1,13,11
"00138-02",2,17,7
"00138-03",3,24,14
"00138-04",4,25,7
"00138-05",5,16,10
"00138-06",6,1,6
"00138-07",7,23,14
"00138-08",8,5,5
"00138-09",9,12,5
"00138-10",10,14,10
"00138-11",11,20,3
"00138-12",12,4,13
"00138-13",13,26,6
"00138-14",14,19,4
"00138-15",15,7,9
"00138-16",16,21,12
"00138-17",17,11,10
"00138-18",18,10,14
"00138-19",19,6,10
"00138-20",20,18,13
"00138-21",21,2,3
"00138-22",22,15,7
"00138-23",23,3,9
"00138-24",24,27,10
"00138-25",25,22,9
"00138-26",26,9,12
"00138-27",27,8,5
"00139-01",1,12,7
"00139-02",2,5,3
"00139-03",3,8,14
"00139-04",4,26,14
"00139-05",5,27,6
"00139-06",6,20,3
"00139-07",7,21,8
"00139-08",8,22,13
"00139-09",9,6,3
"00139-10",10,18,13
"00139-11",11,10,7
"00139-12",12,19,3
"00139-13",13,23,11
"00139-14",14,2,10
"00139-15",15,9,7
"00139-16",16,11,12
"00139-17",17,16,14
"00139-18",18,3,7
"00139-19",19,25,6
"00139-20",20,7,12
"00139-21",21,14,5
"00139-22",22,15,13
"00139-23",23,17,3
"00139-24",24,1,8
"00139-25",25,13,5
"00139-26",26,4,13
"00139-27",27,24,13
"00140-01",1,13,9
"00140-02",2,4,8
"00140-03",3,2,6
"00140-04",4,25,9
"00140-05",5,19,6
"00140-06",6,14,8
"00140-07",7,11,12
"00140-08",8,12,6
"00140-09",9,1,6
"00140-10",10,20,10
"00140-11",11,8,3
"00140-12",12,17,6
"00140-13",13,5,13
"00140-14",14,16,12
"00140-15",15,9,11
"00140-16",16,15,14
"00140-17",17,21,3
"00140-18",18,22,11
"00140-19",19,10,8
"00140-20",20,3,8
"00140-21",21,23,13
"00140-22",22,6,9
"00140-23",23,26,8
"00140-24",24,27,6
"00140-25",25,7,7
"00140-26",26,24,11
"00140-27",27,18,10
"00141-01",1,11,3
"00141-02",2,9,12
"00141-03",3,13,6
"00141-04",4,18,3
"00141-05",5,19,3
"00141-06",6,1,12
"00141-07",7,26,14
"00141-08",8,20,14
"00141-09",9,3,6
"00141-10",10,8,14
"00141-11",11,7,14
"00141-12",12,10,14
"00141-13",13,17,4
"00141-14",14,2,6
"00141-15",15,23,5
"00141-16",16,14,4
"00141-17",17,22,5
"00141-18",18,6,7
"00141-19",19,27,7
"00141-20",20,4,3
"00141-21",21,12,13
"00141-22",22,16,11
"00141-23",23,24,11
"00141-24",24,15,6
"00141-25",25,21,6
"00141-26",26,5,11
"00141-27",27,25,9
"00142-01",1,26,11
"00142-02",2,24,13
"00142-03",3,14,8
"00142-04",4,9,12
"00142-05",5,25,4
"00142-06",6,21,6
"00142-07",7,13,9
"00142-08",8,11,7
"00142-09",9,20,7
"00142-10",10,22,14
"00142-11",11,15,5
"00142-12",12,3,14
"00142-13",13,7,8
"00142-14",14,18,13
"00142-15",15,10,6
"00142-16",16,8,13
"00142-17",17,23,7
"00142-18",18,6,8
"00142-19",19,2,3
"00142-20",20,16,13
"00142-21",21,4,5
"00142-22",22,12,11
"00142-23",23,5,9
"00142-24",24,19,6
"00142-25",25,27,8
"00142-26",26,1,11
"00142-27",27,17,11
"00143-01",1,9,5
"00143-02",2,8,12
"00143-03",3,14,8
"00143-04",4,22,11
"00143-05",5,1,5
"00143-06",6,23,14
"00143-07",7,17,6
"00143-08",8,19,4
"00143-09",9,20,5
"00143-10",10,5,9
"00143-11",11,3,5
"00143-12",12,2,4
"00143-13",13,25,13
"00143-14",14,16,4
"00143-15",15,11,13
"00143-16",16,10,14
"00143-17",17,21,4
"00143-18",18,7,12
"00143-19",19,24,5
"00143-20",20,6,10
"00143-21",21,27,3
"00143-22",22,18,13
"00143-23",23,26,7
"00143-24",24,12,3
"00143-25",25,15,14
"00143-26",26,13,13
"00143-27",27,4,12
"00144-01",1,17,9
"00144-02",2,23,9
"00144-03",3,2,10
"00144-04",4,13,9
"00144-05",5,15,4
"00144-06",6,1,13
"00144-07",7,9,9
"00144-08",8,27,10
"00144-09",9,11,12
"00144-10",10,8,14
"00144-11",11,22,9
"00144-12",12,26,9
"00144-13",13,19,6
"00144-14",14,3,4
"00144-15",15,6,5
"00144-16",16,25,8
"00144-17",17,4,13
"00144-18",18,24,8
"00144-19",19,5,14
"00144-20",20,12,3
"00144-21",21,10,12
"00144-22",22,16,5
"00144-23",23,7,11
"00144-24",24,21,4
"00144-25",25,20,13
"00144-26",26,14,10
"00144-27",27,18,5
"00145-01",1,10,10
"00145-02",2,24,8
"00145-03",3,4,11
"00145-04",4,1,11
"00145-05",5,20,3
"00145-06",6,16,8
"00145-07",7,9,3
"00145-08",8,5,5
"00145-09",9,2,4
"00145-10",10,21,14
"00145-11",11,27,5
"00145-12",12,6,6
"00145-13",13,3,10
"00145-14",14,12,10
"00145-15",15,17,7
"00145-16",16,11,11
"00145-17",17,23,5
"00145-18",18,25,14
"00145-19",19,13,13
"00145-20",20,7,6
"00145-21",21,22,13
"00145-22",22,14,8
"00145-23",23,26,12
"00145-24",24,8,6
"00145-25",25,18,4
"00145-26",26,15,10
"00145-27",27,19,7
"00146-01",1,25,6
"00146-02",2,24,3
"00146-03",3,13,12
"00146-04",4,12,4
"00146-05",5,14,7
"00146-06",6,3,12
"00146-07",7,9,6
"00146-08",8,16,11
"00146-09",9,26,13
"00146-10",10,11,13
"00146-11",11,20,11
"00146-12",12,19,12
"00146-13",13,27,10
"00146-14",14,18,7
"00146-15",15,23,6
"00146-16",16,2,8
"00146-17",17,15,8
"00146-18",18,17,5
"00146-19",19,8,14
"00146-20",20,4,3
"00146-21",21,1,5
"00146-22",22,7,13
"00146-23",23,5,8
"00146-24",24,6,12
"00146-25",25,22,7
"00146-26",26,21,10
"00146-27",27,10,9
"00147-01",1,5,10
"00147-02",2,25,5
"00147-03",3,8,9
"00147-04",4,1,6
"00147-05",5,23,13
"00147-06",6,21,7
"00147-07",7,17,5
"00147-08",8,18,4
"00147-09",9,13,9
"00147-10",10,2,11
"00147-11",11,22,4
"00147-12",12,10,8
"00147-13",13,9,3
"00147-14",14,12,3
"00147-15",15,20,6
"00147-16",16,11,7
"00147-17",17,15,3
"00147-18",18,26,6
"00147-19",19,3,10
"00147-20",20,7,11
"00147-21",21,24,6
"00147-22",22,16,3
"00147-23",23,14,14
"00147-24",24,6,6
"00147-25",25,19,9
"00147-26",26,27,10
"00147-27",27,4,5
"00148-01",1,25,7
"00148-02",2,6,10
"00148-03",3,16,9
"00148-04",4,2,13
"00148-05",5,10,11
"00148-06",6,27,3
"00148-07",7,13,13
"00148-08",8,24,10
"00148-09",9,12,12
"00148-10",10,22,14
"00148-11",11,26,7
"00148-12",12,5,13
"00148-13",13,15,3
"00148-14",14,4,5
"00148-15",15,19,8
"00148-16",16,20,10
"00148-17",17,3,5
"00148-18",18,23,3
"00148-19",19,21,5
"00148-20",20,17,13
"00148-21",21,7,12
"00148-22",22,9,14
"00148-23",23,18,8
"00148-24",24,8,3
"00148-25",25,11,14
"00148-26",26,1,10
"00148-27",27,14,10
"00149-01",1,17,9
"00149-02",2,23,3
"00149-03",3,18,13
"00149-04",4,10,8
"00149-05",5,26,11
"00149-06",6,3,8
"00149-07",7,12,3
"00149-08",8,9,7
"00149-09",9,13,5
"00149-10",10,25,14
"00149-11",11,8,12
"00149-12",12,19,6
"00149-13",13,1,8
"00149-14",14,15,6
"00149-15",15,7,4
"00149-16",16,4,6
"00149-17",17,22,3
"00149-18",18,24,10
"00149-19",19,27,5
"00149-20",20,16,10
"00149-21",21,20,9
"00149-22",22,2,14
"00149-23",23,11,5
"00149-24",24,6,13
"00149-25",25,21,3
"00149-26",26,14,13
"00149-27",27,5,9
"00150-01",1,5,5
"00150-02",2,19,4
"00150-03",3,22,9
"00150-04",4,25,13
"00150-05",5,9,14
"00150-06",6,12,6
"00150-07",7,8,8
"00150-08",8,27,5
"00150-09",9,6,13
"00150-10",10,2,8
"00150-11",11,20,11
"00150-12",12,11,14
"00150-13",13,1,8
"00150-14",14,17,5
"00150-15",15,23,5
"00150-16",16,13,8
"00150-17",17,4,5
"00150-18",18,14,12
"00150-19",19,18,9
"00150-20",20,16,6
"00150-21",21,15,6
"00150-22",22,21,14
"00150-23",23,24,12
"00150-24",24,7,3
"00150-25",25,26,7
"00150-26",26,10,14
"00150-27",27,3,7
"00151-01",1,8,12
"00151-02",2,6,6
"00151-03",3,24,13
"00151-04",4,27,4
"00151-05",5,19,9
"00151-06",6,7,9
"00151-07",7,22,10
"00151-08",8,3,9
"00151-09",9,23,13
"00151-10",10,11,14
"00151-11",11,15,6
"00151-12",12,14,14
"00151-13",13,25,6
"00151-14",14,9,9
"00151-15",15,5,11
"00151-16",16,20,6
"00151-17",17,10,5
"00151-18",18,1,13
"00151-19",19,26,14
"00151-20",20,2,7
"00151-21",21,4,14
"00151-22",22,21,8
"00151-23",23,12,12
"00151-24",24,13,8
"00151-25",25,16,8
"00151-26",26,18,6
"00151-27",27,17,7
"00152-01",1,6,6
"00152-02",2,25,8
"00152-03",3,19,9
"00152-04",4,12,14
"00152-05",5,20,10
"00152-06",6,1,4
"00152-07",7,8,13
"00152-08",8,23,4
"00152-09",9,10,10
"00152-10",10,17,12
"00152-11",11,9,8
"00152-12",12,27,8
"00152-13",13,21,3
"00152-14",14,24,5
"00152-15",15,11,7
"00152-16",16,26,10
"00152-17",17,18,13
"00152-18",18,4,12
"00152-19",19,2,10
"00152-20",20,7,9
"00152-21",21,14,6
"00152-22",22,15,11
"00152-23",23,22,7
"00152-24",24,3,4
"00152-25",25,16,13
"00152-26",26,5,6
"00152-27",27,13,9
"00153-01",1,15,11
"00153-02",2,21,5
"00153-03",3,14,6
"00153-04",4,13,8
"00153-05",5,6,3
"00153-06",6,1,7
"00153-07",7,27,10
"00153-08",8,3,10
"00153-09",9,8,11
"00153-10",10,9,8
"00153-11",11,19,12
"00153-12",12,26,13
"00153-13",13,4,8
"00153-14",14,20,4
"00153-15",15,11,3
"00153-16",16,24,12
"00153-17",17,23,4
"00153-18",18,5,9
"00153-19",19,10,10
"00153-20",20,12,6
"00153-21",21,22,3
"00153-22",22,25,4
"00153-23",23,18,11
"00153-24",24,16,12
"00153-25",25,17,13
"00153-26",26,7,10
"00153-27",27,2,11
"00154-01",1,7,13
"00154-02",2,6,9
"00154-03",3,12,14
"00154-04",4,9,10
"00154-05",5,10,5
"00154-06",6,16,10
"00154-07",7,17,12
"00154-08",8,3,7
"00154-09",9,21,3
"00154-10",10,27,9
"00154-11",11,26,11
"00154-12",12,25,10
"00154-13",13,11,4
"00154-14",14,8,11
"00154-15",15,22,13
"00154-16",16,14,3
"00154-17",17,5,13
"00154-18",18,15,3
"00154-19",19,1,14
"00154-20",20,24,14
"00154-21",21,19,9
"00154-22",22,13,6
"00154-23",23,4,6
"00154-24",24,23,3
"00154-25",25,2,3
"00154-26",26,20,14
"00154-27",27,18,11
"00155-01",1,26,7
"00155-02",2,21,11
"00155-03",3,13,9
"00155-04",4,16,13
"00155-05",5,27,6
"00155-06",6,1,10
"00155-07",7,24,8
"00155-08",8,15,13
"00155-09",9,10,10
"00155-10",10,11,5
"00155-11",11,25,10
"00155-12",12,17,8
"00155-13",13,20,4
"00155-14",14,6,13
"00155-15",15,23,12
"00155-16",16,14,12
"00155-17",17,3,14
"00155-18",18,7,11
"00155-19",19,22,4
"00155-20",20,12,7
"00155-21",21,9,4
"00155-22",22,19,9
"00155-23",23,5,6
"00155-24",24,4,6
"00155-25",25,18,5
"00155-26",26,8,13
"00155-27",27,2,12
"00156-01",1,21,12
"00156-02",2,4,5
"00156-03",3,8,12
"00156-04",4,9,3
"00156-05",5,7,12
"00156-06",6,2,3
"00156-07",7,18,10
"00156-08",8,25,10
"00156-09",9,15,4
"00156-10",10,13,4
"00156-11",11,14,6
"00156-12",12,22,13
"00156-13",13,23,14
"00156-14",14,26,7
"00156-15",15,27,9
"00156-16",16,20,12
"00156-17",17,10,8
"00156-18",18,17,4
"00156-19",19,11,8
"00156-20",20,5,4
"00156-21",21,12,4
"00156-22",22,1,8
"00156-23",23,24,7
"00156-24",24,6,3
"00156-25",25,3,8
"00156-26",26,16,5
"00156-27",27,19,6
"00157-01",1,12,11
"00157-02",2,8,5
"00157-03",3,22,14
"00157-04",4,6,14
"00157-05",5,9,13
"00157-06",6,20,10
"00157-07",7,16,8
"00157-08",8,4,9
"00157-09",9,14,4
"00157-10",10,5,5
"00157-11",11,1,7
"00157-12",12,25,10
"00157-13",13,3,14
"00157-14",14,7,7
"00157-15",15,24,8
"00157-16",16,19,14
"00157-17",17,13,8
"00157-18",18,21,14
"00157-19",19,17,14
"00157-20",20,27,5
"00157-21",21,10,9
"00157-22",22,15,14
"00157-23",23,26,13
"00157-24",24,2,4
"00157-25",25,18,10
"00157-26",26,11,5
"00157-27",27,23,12
"00158-01",1,6,14
"00158-02",2,14,5
"00158-03",3,7,7
"00158-04",4,8,8
"00158-05",5,4,13
"00158-06",6,5,14
"00158-07",7,20,8
"00158-08",8,24,8
"00158-09",9,3,10
"00158-10",10,21,12
"00158-11",11,1,11
"00158-12",12,18,5
"00158-13",13,16,5
"00158-14",14,13,12
"00158-15",15,11,11
"00158-16",16,19,14
"00158-17",17,26,7
"00158-18",18,27,4
"00158-19",19,25,4
"00158-20",20,22,6
"00158-21",21,23,8
"00158-22",22,17,11
"00158-23",23,10,13
"00158-24",24,9,6
"00158-25",25,12,6
"00158-26",26,15,9
"00158-27",27,2,7
"00159-01",1,6,5
"00159-02",2,11,11
"00159-03",3,24,4
"00159-04",4,23,3
"00159-05",5,14,14
"00159-06",6,27,9
"00159-07",7,18,10
"00159-08",8,19,12
"00159-09",9,4,11
"00159-10",10,1,3
"00159-11",11,26,6
"00159-12",12,22,10
"00159-13",13,15,4
"00159-14",14,20,10
"00159-15",15,5,12
"00159-16",16,8,10
"00159-17",17,12,13
"00159-18",18,3,5
"00159-19",19,9,7
"00159-20",20,7,9
"00159-21",21,16,6
"00159-22",22,2,12
"00159-23",23,13,8
"00159-24",24,25,12
"00159-25",25,17,14
"00159-26",26,10,5
"00159-27",27,21,14
"00160-01",1,13,14
"00160-02",2,7,10
"00160-03",3,18,8
"00160-04",4,20,8
"00160-05",5,14,12
"00160-06",6,26,7
"00160-07",7,25,13
"00160-08",8,10,14
"00160-09",9,6,14
"00160-10",10,5,12
"00160-11",11,9,12
"00160-12",12,4,12
"00160-13",13,21,13
"00160-14",14,16,7
"00160-15",15,8,6
"00160-16",16,22,9
"00160-17",17,2,6
"00160-18",18,15,9
"00160-19",19,23,6
"00160-20",20,27,12
"00160-21",21,24,10
"00160-22",22,1,6
"00160-23",23,12,3
"00160-24",24,19,6
"00160-25",25,11,10
"00160-26",26,3,8
"00160-27",27,17,13
"00161-01",1,15,11
"00161-02",2,16,14
"00161-03",3,5,12
"00161-04",4,11,14
"00161-05",5,21,9
"00161-06",6,13,3
"00161-07",7,18,4
"00161-08",8,2,10
"00161-09",9,25,7
"00161-10",10,6,10
"00161-11",11,7,11
"00161-12",12,14,3
"00161-13",13,12,3
"00161-14",14,3,4
"00161-15",15,8,8
"00161-16",16,19,8
"00161-17",17,20,7
"00161-18",18,26,5
"00161-19",19,17,4
"00161-20",20,9,8
"00161-21",21,1,6
"00161-22",22,4,8
"00161-23",23,22,4
"00161-24",24,10,5
"00161-25",25,24,12
"00161-26",26,27,7
"00161-27",27,23,6
"00162-01",1,3,9
"00162-02",2,13,11
"00162-03",3,23,7
"00162-04",4,21,4
"00162-05",5,26,13
"00162-06",6,12,11
"00162-07",7,25,9
"00162-08",8,24,3
"00162-09",9,20,8
"00162-10",10,4,10
"00162-11",11,7,6
"00162-12",12,18,12
"00162-13",13,17,14
"00162-14",14,2,5
"00162-15",15,1,10
"00162-16",16,8,5
"00162-17",17,19,4
"00162-18",18,22,7
"00162-19",19,9,9
"00162-20",20,14,7
"00162-21",21,27,6
"00162-22",22,11,11
"00162-23",23,5,10
"00162-24",24,10,6
"00162-25",25,6,14
"00162-26",26,16,7
"00162-27",27,15,13
"00163-01",1,4,12
"00163-02",2,11,12
"00163-03",3,12,10
"00163-04",4,9,4
"00163-05",5,13,8
"00163-06",6,23,3
"00163-07",7,2,14
"00163-08",8,10,12
"00163-09",9,15,10
"00163-10",10,16,10
"00163-11",11,17,9
"00163-12",12,14,14
"00163-13",13,24,7
"00163-14",14,19,3
"00163-15",15,5,4
"00163-16",16,25,11
"00163-17",17,27,8
"00163-18",18,3,10
"00163-19",19,22,13
"00163-20",20,6,12
"00163-21",21,26,5
"00163-22",22,20,14
"00163-23",23,1,11
"00163-24",24,7,5
"00163-25",25,18,10
"00163-26",26,21,7
"00163-27",27,8,11
"00164-01",1,23,12
"00164-02",2,24,11
"00164-03",3,25,7
"00164-04",4,13,11
"00164-05",5,4,14
"00164-06",6,14,8
"00164-07",7,8,3
"00164-08",8,19,12
"00164-09",9,3,3
"00164-10",10,11,14
"00164-11",11,18,9
"00164-12",12,26,4
"00164-13",13,9,11
"00164-14",14,17,13
"00164-15",15,7,9
"00164-16",16,6,8
"00164-17",17,2,9
"00164-18",18,12,6
"00164-19",19,5,14
"00164-20",20,21,12
"00164-21",21,15,9
"00164-22",22,1,9
"00164-23",23,27,5
"00164-24",24,20,12
"00164-25",25,10,13
"00164-26",26,22,7
"00164-27",27,16,10
"00165-01",1,21,12
"00165-02",2,11,3
"00165-03",3,23,14
"00165-04",4,18,11
"00165-05",5,3,12
"00165-06",6,9,10
"00165-07",7,6,6
"00165-08",8,19,7
"00165-09",9,5,4
"00165-10",10,13,8
"00165-11",11,24,13
"00165-12",12,25,6
"00165-13",13,15,10
"00165-14",14,22,7
"00165-15",15,8,4
"00165-16",16,2,3
"00165-17",17,20,9
"00165-18",18,7,10
"00165-19",19,16,12
"00165-20",20,14,11
"00165-21",21,17,3
"00165-22",22,10,7
"00165-23",23,26,13
"00165-24",24,12,9
"00165-25",25,4,6
"00165-26",26,27,12
"00165-27",27,1,8
"00166-01",1,13,9
"00166-02",2,23,11
"00166-03",3,6,5
"00166-04",4,7,8
"00166-05",5,14,11
"00166-06",6,12,14
"00166-07",7,21,13
"00166-08",8,25,11
"00166-09",9,4,6
"00166-10",10,15,6
"00166-11",11,19,13
"00166-12",12,3,5
"00166-13",13,11,5
"00166-14",14,16,4
"00166-15",15,22,8
"00166-16",16,20,6
"00166-17",17,27,5
"00166-18",18,10,14
"00166-19",19,17,3
"00166-20",20,26,7
"00166-21",21,1,14
"00166-22",22,5,3
"00166-23",23,8,11
"00166-24",24,18,4
"00166-25",25,9,11
"00166-26",26,2,12
"00166-27",27,24,10
"00167-01",1,21,14
"00167-02",2,15,9
"00167-03",3,23,6
"00167-04",4,19,4
"00167-05",5,4,4
"00167-06",6,27,12
"00167-07",7,26,6
"00167-08",8,6,9
"00167-09",9,18,13
"00167-10",10,24,12
"00167-11",11,9,10
"00167-12",12,14,5
"00167-13",13,11,9
"00167-14",14,17,14
"00167-15",15,20,9
"00167-16",16,10,9
"00167-17",17,25,14
"00167-18",18,12,11
"00167-19",19,1,8
"00167-20",20,13,3
"00167-21",21,2,11
"00167-22",22,16,3
"00167-23",23,7,7
"00167-24",24,8,3
"00167-25",25,22,5
"00167-26",26,3,13
"00167-27",27,5,11
"00168-01",1,10,14
"00168-02",2,6,6
"00168-03",3,20,14
"00168-04",4,23,5
"00168-05",5,3,6
"00168-06",6,22,7
"00168-07",7,9,12
"00168-08",8,11,3
"00168-09",9,7,13
"00168-10",10,25,10
"00168-11",11,24,9
"00168-12",12,21,11
"00168-13",13,27,11
"00168-14",14,4,8
"00168-15",15,16,8
"00168-16",16,8,14
"00168-17",17,14,3
"00168-18",18,2,9
"00168-19",19,18,13
"00168-20",20,1,3
"00168-21",21,17,14
"00168-22",22,13,12
"00168-23",23,19,11
"00168-24",24,12,6
"00168-25",25,26,5
"00168-26",26,5,9
"00168-27",27,15,5
"00169-01",1,13,13
"00169-02",2,8,3
"00169-03",3,6,10
"00169-04",4,26,5
"00169-05",5,25,4
"00169-06",6,4,9
"00169-07",7,17,8
"00169-08",8,20,9
"00169-09",9,7,7
"00169-10",10,9,10
"00169-11",11,18,14
"00169-12",12,10,11
"00169-13",13,14,3
"00169-14",14,12,11
"00169-15",15,19,9
"00169-16",16,3,7
"00169-17",17,11,3
"00169-18",18,23,3
"00169-19",19,22,14
"00169-20",20,15,12
"00169-21",21,16,7
"00169-22",22,5,13
"00169-23",23,1,14
"00169-24",24,27,11
"00169-25",25,24,14
"00169-26",26,2,12
"00169-27",27,21,7
"00170-01",1,25,5
"00170-02",2,3,14
"00170-03",3,16,6
"00170-04",4,11,3
"00170-05",5,21,4
"00170-06",6,12,10
"00170-07",7,5,5
"00170-08",8,22,12
"00170-09",9,7,6
"00170-10",10,4,10
"00170-11",11,17,8
"00170-12",12,23,12
"00170-13",13,19,8
"00170-14",14,1,8
"00170-15",15,2,9
"00170-16",16,10,5
"00170-17",17,26,6
"00170-18",18,14,14
"00170-19",19,24,6
"00170-20",20,15,6
"00170-21",21,20,7
"00170-22",22,13,11
"00170-23",23,27,5
"00170-24",24,9,13
"00170-25",25,18,12
"00170-26",26,6,13
"00170-27",27,8,7
"00171-01",1,23,3
"00171-02",2,22,11
"00171-03",3,16,8
"00171-04",4,12,6
"00171-05",5,3,6
"00171-06",6,25,4
"00171-07",7,9,3
"00171-08",8,6,6
"00171-09",9,11,8
"00171-10",10,18,11
"00171-11",11,14,14
"00171-12",12,21,3
"00171-13",13,15,3
"00171-14",14,10,7
"00171-15",15,4,9
"00171-16",16,1,6
"00171-17",17,26,8
"00171-18",18,5,5
"00171-19",19,2,4
"00171-20",20,7,8
"00171-21",21,19,10
"00171-22",22,24,13
"00171-23",23,27,13
"00171-24",24,13,5
"00171-25",25,20,5
"00171-26",26,17,4
"00171-27",27,8,11
"00172-01",1,10,14
"00172-02",2,7,3
"00172-03",3,5,11
"00172-04",4,26,5
"00172-05",5,4,11
"00172-06",6,23,12
"00172-07",7,15,7
"00172-08",8,2,8
"00172-09",9,20,4
"00172-10",10,17,11
"00172-11",11,18,13
"00172-12",12,22,4
"00172-13",13,8,5
"00172-14",14,24,14
"00172-15",15,21,10
"00172-16",16,6,11
"00172-17",17,9,11
"00172-18",18,11,10
"00172-19",19,27,4
"00172-20",20,3,10
"00172-21",21,19,8
"00172-22",22,12,14
"00172-23",23,1,3
"00172-24",24,13,6
"00172-25",25,16,6
"00172-26",26,25,9
"00172-27",27,14,5
"00173-01",1,8,6
"00173-02",2,11,3
"00173-03",3,25,4
"00173-04",4,7,14
"00173-05",5,2,14
"00173-06",6,14,7
"00173-07",7,22,13
"00173-08",8,20,3
"00173-09",9,10,14
"00173-10",10,24,3
"00173-11",11,23,8
"00173-12",12,18,14
"00173-13",13,27,11
"00173-14",14,13,14
"00173-15",15,1,8
